Facility ID,PSI 90 Composite Value,CLABSI SIR,CAUTI SIR,SSI SIR,CDI SIR,MRSA SIR,Total HAC Score,Payment Reduction
220035,0.8449,1.093,0.693,0.989,0.448,0.606,0.133,No
220036,0.7968,0.732,0.384,1.215,0.232,0.51,-0.295,No
220046,1.1194,0.497,0.211,0,0.569,0.576,-0.1864,No
220049,1.0239,0.561,0.605,,0.392,3.817,0.5125,Yes
220052,,0.876,0.685,,0.531,,0.5174,Yes
220060,1.2193,0.461,0.83,1.151,0.373,0.556,0.3598,No
220062,,,,,0,0,-0.2492,No
220063,1.2023,1.319,1.236,1.844,0.445,0.478,1.0519,Yes
220065,0.9492,,,,1.058,,0.9593,Yes
220066,0.9361,0.947,0,2.123,0.2,0.291,-0.0432,No
220070,1.3705,0.212,0.248,0.424,0.358,0.173,-0.171,No
220071,0.8809,0.504,0.595,0.805,0.892,0.728,0.1843,No
220073,0.8885,0.359,2.203,0,0.574,0.635,0.0481,No
220074,1.0992,0.388,0.71,1.342,0.453,0.401,0.1958,No
220075,0.8336,,,,0.994,,1.0946,Yes
220077,1.6916,0.666,0.6,1.146,0.662,0.55,0.6795,Yes
220080,1.001,1.227,0.844,0.515,0.178,0.221,-0.0166,No
220083,0.8809,1.621,0.587,0.797,0.496,1.083,0.4598,Yes
220084,0.9808,0.25,0,0.81,0.32,0.405,-0.5169,No
220086,1.0312,0.555,0.578,1.615,0.704,0.771,0.4969,Yes
220088,1.0735,,,,0.497,,0.528,Yes
220090,0.8349,0.47,0.435,0.654,0.433,0.618,-0.3243,No
220095,1.0111,1.285,1.349,,0.348,0,0.4187,Yes
220098,0.971,,,,0.586,,0.3424,No
220100,1.215,0.521,0.736,1.92,0.32,0.72,0.5827,Yes
220101,0.6751,0.617,1.193,0.425,0.441,0.292,-0.2052,No
220105,0.8013,0,0.532,0.993,0.583,0.409,-0.3854,No
220108,0.828,1.615,1.764,0.856,0.611,1.111,0.8808,Yes
220110,0.8815,0.809,0.72,1.093,0.601,0.629,0.2131,No
220111,0.7296,0.657,0.545,0.312,0.144,0.905,-0.4605,No
220116,1.3152,1.22,0.848,1.184,0.681,0.9,1.1,Yes
220119,0.7091,0.653,0.626,4.402,0.654,0.904,0.4149,Yes
220126,,,,,,,,No
220135,1.1759,0.6,0.778,1.441,0.717,0.945,0.7823,Yes
220163,0.9787,0.673,0.412,0.795,0.495,0.69,0.0177,No
220171,1.0811,0.752,0.617,0.893,0.602,0.549,0.2976,No
220175,1.0904,0.489,2.442,0,0.72,0.988,0.5504,Yes
220176,1.1133,0.247,0.122,0.171,0.507,0.791,-0.2422,No
220177,,,,,,,,No
230002,0.9823,1.006,0.657,1.353,0.867,0.88,0.7145,Yes
230003,0.9709,,,0,0.336,,-0.5801,No
230005,1.0201,0,0,0,0.604,1.742,-0.1501,No
230015,0.9718,,,,0,,-0.7893,No
230017,0.8663,0.598,0.59,0.735,0.453,0.73,-0.1009,No
230019,0.6333,0.72,0.361,1.201,0.228,0.326,-0.4037,No
230020,1.0067,1.052,0.605,2.335,0.37,1.898,0.9447,Yes
230021,0.7877,0.382,0.89,1.803,0.284,0.196,-0.1456,No
230022,0.9499,0,0,0.673,0.992,,-0.221,No
230024,1.5063,1.522,0.093,0.897,0.394,1.15,0.7718,Yes
230029,1.0659,0.371,0.616,0.454,0.752,0.755,0.1754,No
230030,0.8868,0.807,0,0.358,0.176,,-0.6373,No
230031,0.8614,,0,0.458,0.316,0,-0.9147,No
230035,0.9831,,,,0.615,0,-0.1918,No
230036,0.9268,0.991,0.452,1.659,0.524,0.543,0.3105,No
230037,1.3582,,0,,0,,-0.0899,No
230038,0.9352,0.537,0.325,0.834,0.416,0.923,-0.0792,No
230041,0.9394,0.223,0.936,0,0.336,0.233,-0.4804,No
230046,0.9252,0.682,0.726,0.56,0.582,0.52,0.0149,No
230047,0.8005,1.32,0.03,1.121,0.311,0.735,-0.103,No
230053,1.0194,1.395,0.042,1.219,0.3,0.506,0.1266,No
230054,1.1036,0,1.055,1.754,0.276,0.411,0.1964,No
230055,1.1784,0.687,0,2.188,0.504,,0.5711,Yes
230058,0.943,,1.682,,0.944,,1.4207,Yes
230059,1.127,0.83,0.837,1.977,0.278,0.815,0.6625,Yes
230066,0.844,1.402,1.322,1.972,0.402,1.127,0.9366,Yes
230069,0.9227,,,,0.897,,0.7758,Yes
230070,1.2838,0.802,0.565,1.136,0.389,0.683,0.5105,Yes
230071,,,,,0,,-1.4622,No
230072,1.1208,,2.994,1.065,0.224,2.107,1.0617,Yes
230075,1.1114,0.569,0.936,1.583,0.228,1.402,0.643,Yes
230077,1.0298,2.189,0.74,1.161,0.209,1.494,0.7563,Yes
230078,,,,,,,2.2091,Yes
230080,0.9381,,,1.601,0.246,,0.1415,No
230081,1,,0.609,0.282,0.133,,-0.4227,No
230085,,,,,,,,No
230089,0.776,0.235,0,2.396,0.368,0.429,-0.3483,No
230092,0.7547,0.278,0,1.274,0.515,0.222,-0.5498,No
230093,0.9691,,,1.901,0.615,,0.8613,Yes
230095,0.9932,,,,0,,-0.7144,No
230097,0.8194,0.875,0.715,1.442,0.183,0.549,-0.0337,No
230099,1.1946,1.87,0.756,2.926,0.585,0.288,1.0504,Yes
230100,,,,,,,,No
230104,1.9377,1.183,0.516,0.503,0.464,0.87,0.6458,Yes
230105,0.818,0.524,0.428,0.271,0.563,0.313,-0.4576,No
230108,0.9758,,,,0,,-0.7754,No
230110,0.9572,,,0.623,0.445,,-0.1155,No
230117,0.8136,0.183,0.073,0.415,0.405,1.063,-0.5367,No
230121,1.0449,0.579,0,1.404,0.292,0,-0.3047,No
230130,1.6561,0.837,0.487,0.62,0.483,0.857,0.5415,Yes
230132,0.8546,0.162,0.606,0.866,0.417,0.494,-0.3447,No
230133,0.9188,,0.943,0,0.455,,-0.1722,No
230141,1.0026,0.767,0.143,0.858,0.274,0.546,-0.2011,No
230142,1.1675,0.608,0.191,2.43,0.235,1.601,0.6506,Yes
230144,0.9847,,,,,,-0.0264,No
230146,1.1674,0.759,0,0.617,0.524,1.599,0.3894,Yes
230151,1.0183,1.221,0.606,1.586,0.51,1.181,0.76,Yes
230156,0.8503,0.818,0.849,1.593,0.363,0.649,0.2282,No
230165,0.8868,1.35,0.303,1.235,0.231,1.335,0.3086,No
230167,1.184,1.221,0.639,1,0.456,0.555,0.5459,Yes
230174,0.9868,,,,0.197,,-0.3556,No
230176,0.9573,0.383,0.53,3.837,0.461,0.766,0.3102,No
230180,0.968,,,1.463,0,,-0.1852,No
230193,1.1821,2.396,0.911,0,0.426,0.502,0.4653,Yes
230195,1.1479,0.589,0.513,0.494,0.213,0.5,-0.1115,No
230197,1.0289,0.917,0.189,0.562,0.529,0.609,0.0079,No
230207,0.9041,0.757,0.531,1.792,0.299,0,-0.071,No
230208,0.9905,,,,0,,-0.7241,No
230216,0.8745,0.524,0.607,0.448,0.555,0.566,-0.1864,No
230217,0.9161,,0,0.695,1.146,,0.0259,No
230222,1.144,0.567,0.342,0.893,0.219,1.454,0.2568,No
230227,1.2045,0.707,1.043,3.711,0.144,0.899,0.771,Yes
230230,0.8778,0.611,0.456,1.369,0.67,0.412,0.0739,No
230236,0.8413,1.009,1.89,1.575,0.299,0.944,0.6243,Yes
230239,1.1536,,2.999,,1.338,,1.9106,Yes
230241,,,,,,,2.3133,Yes
230244,0.8859,0,0.111,0.629,0.202,0.367,-0.8204,No
230254,1.0348,0.507,0.513,2.911,0.424,0.987,0.4946,Yes
230259,1.1107,1.082,2.08,1.598,0.165,,0.9602,Yes
230264,0.9816,,,,,,-0.0478,No
230269,0.8897,0.804,0.565,2.011,0.444,0.792,0.376,No
230270,1.1528,0.618,0.783,2.915,0.751,1.232,1.0796,Yes
230273,1.299,1.332,0.446,0.961,0.316,0.924,0.6721,Yes
230275,,,,,0,,-1.4622,No
230277,0.9386,0.323,0.246,1.025,1.02,1.416,0.3772,No
230279,,,,,0,,-1.4622,No
230297,1.0064,0,0.415,,0.765,1.439,0.2902,No
230301,0.9602,,,,,,-0.1976,No
230302,0.7113,1.024,0,0.686,0.218,1.061,-0.3287,No
230303,0.9907,,,,0,,-0.7234,No
240001,1.1691,0.629,1.263,1.401,0.272,0.399,0.4918,Yes
240002,0.8889,0.218,0.763,0.762,0.263,0.589,-0.3161,No
240004,1.1084,0.746,0.462,1.667,0.228,0.784,0.3263,No
240006,0.9623,,,,1.618,,1.0052,Yes
240010,0.7753,0.474,0.649,0.696,0.601,0.367,-0.2723,No
240014,0.9645,,,1.714,0.643,,0.78,Yes
240018,0.9685,,,0,0.538,,-0.3248,No
240019,0.9344,0.472,0.694,,0.412,0,-0.3317,No
240020,0.9414,,,,0.414,,-0.0938,No
240022,1.0008,,,,1.493,,1.1398,Yes
240030,0.9673,0,0,1.285,0.87,,-0.0443,No
240036,0.8388,0.904,0.471,0.999,0.586,0.365,-0.0284,No
240038,0.9233,0.237,0.252,1.309,0.422,1.041,-0.0578,No
240040,0.967,,,0.939,0.178,,-0.2569,No
240043,0.9686,0,0,0.955,0.36,0,-0.7016,No
240044,1.02,,0,,1.397,,0.3649,No
240047,0.8438,0.551,0.564,0.682,0.749,0.703,0.0107,No
240050,0.9678,,,1.294,0.107,,-0.1441,No
240052,0.887,,0,2.545,0.757,,0.4034,Yes
240053,1.0561,0.444,0.63,0.561,0.346,0,-0.2966,No
240056,0.9586,0.973,0.69,1.223,0.864,0,0.3419,No
240057,0.9673,0.869,0.774,1.24,0.34,0.462,0.1732,No
240064,1.1543,,,1.652,0,,0.3564,No
240066,0.9295,0,0.385,0.504,0.526,,-0.4454,No
240069,0.9613,,,,0.785,,0.6938,Yes
240071,0.9821,,,,1.036,,1.0743,Yes
240075,1.224,0,0.321,1.026,0.261,0.706,-0.0732,No
240076,0.9122,,,0,0.278,,-0.7915,No
240078,0.7591,0.632,0.886,0.947,0.468,0.314,-0.1487,No
240080,0.8484,0.95,0.882,0.86,0.504,0.535,0.1323,No
240084,0.9379,0,0.659,0,0.116,,-0.7918,No
240088,0.9859,,0.628,2.224,0.77,,0.9671,Yes
240093,0.916,1.354,0.336,1.546,0.428,0.286,0.2079,No
240100,1.0155,0.434,2.077,1.275,0.496,0.497,0.4904,Yes
240101,0.9441,,,0.471,0.317,,-0.3979,No
240104,0.8725,0.402,1.537,1.243,0.522,1.072,0.5196,Yes
240106,1.0495,0.735,0.453,0.725,0.361,0.579,-0.0047,No
240115,0.8462,0.528,0.464,1.03,0.353,0.44,-0.2834,No
240141,0.9508,,,,0.374,,-0.1384,No
240166,0.9441,,,,0.327,,-0.2527,No
240187,1.1603,,,,0.389,,0.6218,Yes
240206,,,,,,,,No
240207,0.8033,0.686,0.882,0.949,0.45,0.499,-0.0442,No
240210,0.8928,0.169,0.768,0.644,0.294,0,-0.5473,No
240213,0.8184,0,2.026,3.008,0.32,0,0.0473,No
240214,0.7919,0.272,1.252,0.855,0.145,0.284,-0.3674,No
250001,1.3132,0.685,0.637,1.609,0.186,0.911,0.6118,Yes
250002,,,,,0.491,,0.439,Yes
250004,1.1547,0.666,1.011,2.176,0.238,0.466,0.5942,Yes
250006,0.9607,0,1.856,0,0.461,1.883,0.3129,No
250007,1.0154,1.025,0.431,0.345,0,0,-0.4842,No
250009,0.9036,1.008,0.559,3.507,0.537,0,0.2833,No
250017,,,,,,,,No
250018,,,,,,,,No
250019,1.0597,0.554,0.56,0.68,0.224,0.502,-0.1479,No
250020,,,,,0.432,,0.2106,No
250025,0.9038,,0.838,0.826,0.397,,0.036,No
250027,,,,,0.735,,1.3838,Yes
250031,0.9901,0.933,0.321,0.301,0.033,0.722,-0.3332,No
250034,0.9067,0.585,0.093,1.557,0.159,0.897,-0.1555,No
250036,1.0265,,0,,0,,-0.8383,No
250038,0.9576,0,0,,0.253,,-0.8557,No
250040,0.9347,0.267,0.657,0.358,0.372,1.171,-0.1287,No
250042,0.8758,,,,0,,-1.1243,No
250043,,,,,,,,No
250044,0.9586,,,,0.944,,0.9923,Yes
250048,1.094,0.701,0.383,0.828,0.207,1.4,0.2219,No
250049,,,,,,,2.1717,Yes
250050,0.9288,,0,0,0.477,,-0.7016,No
250057,0.9698,0,0.51,0,0.547,,-0.4853,No
250058,2.1816,0.861,0.624,0,0.502,1.967,0.7563,Yes
250061,,,,,,,,No
250067,0.9506,,,,0.552,,0.2053,No
250069,0.9846,2.099,0,0.334,0.361,0,-0.2519,No
250072,0.9193,0,1.346,,0,0.385,-0.4157,No
250077,0.9796,1.498,0,,,,1.213,Yes
250078,1.0815,0.789,0.364,0.879,0.509,1.481,0.4714,Yes
250081,,,,,0,,-1.4622,No
250082,0.9418,0,0,0,0,0,-1.2378,No
250084,1.1552,0,1.289,0.691,0.623,2.918,0.7414,Yes
250085,,,,,1.464,,2.1931,Yes
250093,0.8458,0,0,0,2.29,,-0.5969,No
250094,0.7926,1,1.18,0.144,0.22,1.57,0.1793,No
250095,,,0,,0.5,,-0.4224,No
250096,0.9052,,0.881,,0.408,,0.1138,No
250097,0.8811,2.724,0,1.145,0.586,0.924,0.3263,No
250099,0.9574,,,,0.722,,0.5583,Yes
250100,1.2052,0.551,0.19,0.758,0.448,1.346,0.3324,No
250102,2.4176,1.076,0.631,1.768,0.592,0.75,1.0526,Yes
250104,0.9919,2.119,0.658,0.677,0.729,1.575,0.905,Yes
250117,0.9649,,0.792,2.571,1.135,,1.1977,Yes
250123,1.0266,1.412,0.281,0.475,0.201,0.788,0.0595,No
250124,,,,,0.671,,1.136,Yes
250127,,,,,,,,No
250134,,,,,,,,No
250136,0.9884,,,0,0,,-0.9731,No
250138,0.8904,0.961,0.684,0,0.308,1.692,0.1369,No
250141,1.4707,0.715,0.544,1.299,0.34,0.565,0.5171,Yes
250151,,,,,0,0,-1.4597,No
250152,,,,,,,,No
250162,0.9193,,,,0.23,,-0.5271,No
250167,0.8804,0,0,,0.087,0.692,-0.9232,No
250168,0.9619,1.205,0.933,,1.189,,1.0817,Yes
250172,,,,,,,,No
250174,,,,,,,,No
260001,0.874,0.715,0.937,1.82,0.156,0.676,0.192,No
260005,0.9115,0.594,0.192,1.399,0.176,1.066,-0.0819,No
260006,1.1235,1.021,0.698,1.273,0.3,0.85,0.5018,Yes
260009,0.9218,0,0.522,0.76,0.19,0,-0.7117,No
260011,1.418,0.347,0.238,0.67,0.399,1.103,0.2978,No
260017,0.8943,0.715,0.137,1.118,0.316,2.128,0.1753,No
260020,0.8931,0.454,0.504,0.524,0.321,0.603,-0.3496,No
260022,1.0042,0,0,0,0.504,,-0.7164,No
260023,0.7409,1.304,1.217,1.338,0.272,1.308,0.5755,Yes
260024,0.9801,,,,0.421,,0.0547,No
260025,1.1625,0.441,0.914,1.403,0.697,1.415,0.8999,Yes
260027,0.9695,0.868,0.509,1.594,0.299,0.944,0.3114,No
260032,0.965,0.865,0.734,1.086,0.779,0.843,0.5249,Yes
260034,0.9824,,,,0,,-0.7521,No
260040,1.2131,0.631,0.623,0.293,0.388,0.629,0.1253,No
260048,1.0922,0.609,1.865,0.846,0.275,0.654,0.437,Yes
260052,0.9574,0,0.674,1.441,0.299,1.24,0.0875,No
260057,0.9547,,0,,0.628,,-0.195,No
260059,0.9743,,,,0.185,,-0.4223,No
260061,0.9864,,,,0,,-0.7383,No
260062,0.9887,0.607,1.57,0.562,0.283,0.435,0.1635,No
260065,0.7689,0.814,0.219,1.495,0.355,0.617,-0.1572,No
260068,0.8774,0.622,0.65,0.941,0.362,0.731,-0.0542,No
260070,0.9901,,,,,,0.0115,No
260074,0.957,,,0,0.447,,-0.4693,No
260077,0.8138,0.64,0.438,1.184,0.259,0.794,-0.1816,No
260078,1.4935,0,0,,0.337,0,-0.3657,No
260081,1.0987,0.81,0.186,1.037,0.138,1.712,0.3141,No
260085,1.004,0,0.348,0,0.492,0.968,-0.371,No
260091,1.1486,0.424,0.237,0.796,0.393,0.529,-0.0729,No
260094,0.9771,0.556,0.596,0,0.224,0.372,-0.4681,No
260095,0.9761,0.682,0.394,0.497,0.177,0.187,-0.4546,No
260096,1.2104,0.52,1.697,1.015,0.314,0.598,0.594,Yes
260097,0.9688,,0.844,0,0.788,,0.1778,No
260102,0.964,,0,2.253,0.219,0,-0.2779,No
260104,0.8194,0.658,0,0.388,0.126,1.122,-0.5429,No
260105,1.1395,0.55,0.3,0.915,0.351,0.973,0.152,No
260108,0.7187,0.584,0.466,0.93,0.41,0.598,-0.2793,No
260110,0.9137,0.239,0,0.31,0.596,0.9,-0.3915,No
260113,0.9808,,0.25,0,1.011,,-0.0083,No
260119,0.8765,0.175,0.113,0.835,0.202,0.239,-0.7488,No
260137,1.1456,0.48,1.055,0.857,0.703,0.63,0.5265,Yes
260138,1.1254,0.548,0.595,1.102,0.389,0.377,0.1237,No
260141,0.7899,0.62,0.573,1.109,0.503,1.022,0.0526,No
260142,0.9736,,,,0.954,,1.0445,Yes
260160,,,,,,,,No
260162,0.7787,0.721,0.27,0.673,0.147,,-0.6126,No
260163,0.8334,0,0.507,0.888,0.75,3.153,0.1911,No
260175,0.9719,,,0,0.96,,0.207,No
260176,1.0098,,,0,0,0.915,-0.5786,No
260177,0.8352,0.155,0.635,0.646,0.334,0.298,-0.543,No
260179,0.9355,0.483,0.323,0.758,0.518,0.53,-0.1933,No
260180,0.8105,1.152,0.428,1.264,0.327,1.583,0.3501,No
260183,1.1421,0.595,0.736,0.204,0.299,0.469,-0.0645,No
260186,0.8414,0,0.533,0.972,0.476,0.775,-0.2858,No
260190,0.9856,1.834,0.469,0.398,0.328,0.353,0.0577,No
260191,0.9995,0.804,0.591,0.115,0.918,1.035,0.3634,No
260193,0.9033,0.732,0,,0.254,,-0.5251,No
260195,0.9558,,1.058,0.42,0.66,,0.34,No
260200,0.9796,1.462,0.353,0.855,0.09,1.625,0.3814,Yes
260214,0.8915,1.076,1.609,0.526,0.102,,0.2353,No
260216,0.8563,0.909,1.105,0.55,0.267,0.447,-0.0568,No
260219,1.0285,0,0.531,1.119,0.59,0.947,0.1064,No
270003,1.457,0.393,1.218,1.88,0.209,0.56,0.743,Yes
270004,0.8674,0.324,0.373,0.466,0.231,0.413,-0.6233,No
270012,0.9141,0.281,0.289,,0.65,0.846,-0.106,No
270014,0.6974,0.442,1.237,0.484,0.413,0.493,-0.1864,No
270017,1.1749,,0.881,1.479,0.875,0,0.7304,Yes
270023,1.5602,0.269,0,0,0.443,0.898,-0.0623,No
270049,0.9994,0.454,0.411,1.268,0.291,0.355,-0.1567,No
270051,1.3528,1.129,0.56,1.09,0.337,0.2,0.4948,Yes
270057,1.0595,0.718,0.295,0.189,0.966,1.578,0.5081,Yes
270074,,,,,,,,No
270086,1.0453,,0,0.481,0.941,,0.1567,No
280003,1.0444,0.453,1.221,0.564,0.44,0.448,0.1483,No
280009,0.981,0.214,0,0.868,0.246,0.3,-0.5984,No
280013,0.573,0.552,0.708,0.676,0.761,1.055,0.1187,No
280020,0.7825,0.955,0.768,0.355,0.409,0.714,-0.1314,No
280023,0.8652,0.856,0.333,3.895,0.314,0.911,0.2624,No
280032,1.3077,0,0,0.816,0.952,0.59,0.2356,No
280040,1.044,0.585,1.114,1.262,0.656,0.172,0.3984,Yes
280059,,,,,,,,No
280060,0.9917,0.491,0.035,0.401,0.229,0.551,-0.5216,No
280061,0.9676,0.675,0.771,1.221,0.234,1.073,0.2363,No
280065,0.8114,0.677,1.124,0.487,0.574,0,-0.1667,No
280077,1.0804,,,2.489,0.532,,1.137,Yes
280081,0.8394,0.479,0,2.059,0.148,0.318,-0.3776,No
280105,0.9689,,,,0,,-0.7994,No
280111,0.8875,,,0,0.492,,-0.5728,No
280125,1.1142,1.456,1.91,1.771,0.377,0,0.8922,Yes
280127,0.9697,,,,0,,-0.7967,No
280128,0.9419,,,,0.942,,0.9301,Yes
280129,0.9617,,,,,,-0.1867,No
280130,0.8497,0.204,0.302,0.801,0.218,1.047,-0.4107,No
280131,0.8825,,,,,,-0.7399,No
280132,0.8767,0,0.795,0,0.613,0,-0.5985,No
280133,1.1321,,,,,,1.0027,Yes
280134,0.9162,0.957,1.767,1.159,0.147,0.606,0.3568,No
280139,0.8444,,,1.941,0.641,,0.6275,Yes
290001,1.0461,0.637,0.357,0.523,0.504,0.318,-0.1414,No
290003,1.0468,0.674,0.276,0.653,0.028,1.002,-0.1906,No
290005,0.8561,0.168,0,0,0.282,0,-1.0905,No
290007,1.0436,0.928,0.857,1.276,0.636,0.863,0.6591,Yes
290008,0.9557,,,,1.624,,0.9822,Yes
290009,0.8121,0.896,0.239,0.971,0.311,0.323,-0.3558,No
290012,,,,,,,,No
290019,1.0607,1.009,1.537,1.249,0.505,1.409,1.0814,Yes
290021,0.8874,0.049,0.196,0.737,0.053,0.756,-0.6954,No
290032,0.9668,0,0.334,0.394,0.532,0.656,-0.3903,No
290039,1.1383,0.581,0.185,0.496,0.106,0.524,-0.3177,No
290041,0.991,0.563,0.431,0.946,0.256,0.148,-0.3028,No
290042,,0.422,3.828,,2.613,1.115,1.2562,Yes
290045,1.0188,0.741,0.431,1.46,0.372,0.353,0.0913,No
290046,1.0306,0.571,0.193,0.454,0.086,0.848,-0.3557,No
290047,0.9117,0.421,0.54,0.953,0.09,1.271,-0.1203,No
290049,0.9505,0.463,1.719,,0.618,0,0.2524,No
290053,1.2248,0.307,0.206,1.123,0.269,0.634,0.008,No
290054,0.8866,0.958,0.315,0.335,0.164,0.585,-0.3998,No
290057,0.8769,0.431,0.046,0.393,0.045,0.551,-0.795,No
290058,,,,,,,,No
290062,,,,,,,,No
300001,0.9613,0.379,0.57,0.416,0.843,0.599,0.0318,No
300003,1.1872,0.864,0.726,0.744,0.66,0.307,0.4187,Yes
300005,0.9448,0.712,2.119,0,0.907,1.376,0.7231,Yes
300011,0.9244,0.169,0.148,0.317,0.17,0.928,-0.6098,No
300012,1.3089,0.45,1.02,1.868,0.368,0.288,0.6443,Yes
300014,0.9821,,,,0.339,,-0.097,No
300017,0.8728,0,1.208,1.52,0,,-0.1871,No
300018,0.7588,0.306,1.115,0.131,0.317,0.795,-0.3456,No
300019,1.0156,0,0.78,0.584,0.329,0.471,-0.2955,No
300020,1.018,0.988,1.084,0.947,0.249,0.851,0.3958,Yes
300023,0.999,0,1.87,0.278,0.384,0,-0.2266,No
300029,0.9386,0.341,0.567,0.25,0.175,0,-0.6976,No
300034,1.4038,0.562,0.857,0,1.09,1.133,0.8005,Yes
310001,0.73,0.5,0.422,0.95,0.454,0.653,-0.2762,No
310002,0.9606,0.422,0.378,1.124,0.153,0.694,-0.2395,No
310003,0.8417,0.436,0.729,2.569,0.043,1.707,0.3342,No
310005,0.9436,0.79,0.769,0.181,0.707,0.313,-0.0043,No
310006,0.8393,0.896,0.25,0.364,0.149,0.43,-0.5603,No
310008,0.7152,0.098,0,0.396,0,0.446,-1.1244,No
310009,0.949,0.528,0.163,0.295,0.097,0.55,-0.6214,No
310010,0.8576,0,0.373,0.609,0.496,0.922,-0.3708,No
310011,1.4735,1.087,0.29,0,0.709,0.634,0.4502,Yes
310012,1.2102,1.35,0.347,0.331,0.314,1.962,0.6467,Yes
310014,1.4097,0.732,1.115,1.373,0.741,1.175,1.2454,Yes
310015,0.6917,0.502,0.412,0.926,0.336,0.378,-0.4582,No
310016,1.2271,2.083,0.456,0,0.598,0,0.271,No
310017,0.9863,0.804,0.889,0.347,0.3,0.489,-0.055,No
310019,0.7368,0.377,0.363,0.535,0.424,0.738,-0.4557,No
310022,1.0511,0.251,0.355,0.956,0.243,0.168,-0.3827,No
310024,1.0692,1.11,0.251,,0.044,0,-0.3461,No
310025,1.2987,0,0,0,0.242,0.534,-0.4804,No
310027,0.9097,0,0.221,0,0.234,0.765,-0.7689,No
310028,0.9629,0.313,0.615,0.265,0.322,0.563,-0.3656,No
310029,0.8542,0.614,0.816,0.759,0.27,0.638,-0.1613,No
310031,1.6271,0.535,0,,0.307,0,-0.1407,No
310032,1.0474,0.382,0.202,0.485,0.292,0.799,-0.2808,No
310034,1.0803,0.535,0.278,0.388,0.239,1.024,-0.1364,No
310038,1.1461,0.45,0.585,1.263,0.315,0.719,0.2232,No
310039,0.8455,0.309,0.374,0.729,0.276,1.057,-0.3256,No
310040,1.4368,0.5,0.613,0,0.295,0.647,0.0903,No
310041,0.7416,0.704,0.041,0.636,0.227,0.657,-0.5852,No
310044,1.1167,0.301,0.43,0.618,0.361,1.054,0.0313,No
310045,0.6832,0.751,0.791,1.242,0.466,0.694,0.0745,No
310047,1.0243,0.373,0.384,0.791,0.496,0.62,-0.0814,No
310048,0.9111,0.571,0.216,1.33,0.267,0.93,-0.09,No
310050,0.9007,0.395,2.085,1.088,0.34,1.536,0.5496,Yes
310051,0.7353,0.57,0.664,0.644,0.388,0.186,-0.4445,No
310052,1.0334,0.332,0.464,0.308,0.713,0.817,0.0162,No
310054,0.9464,0.474,0.832,1.049,0.143,1.106,0.0621,No
310057,0.9965,0.346,0.418,0.962,0.224,0.668,-0.2206,No
310058,1.1101,0.812,0.553,,0.09,0,-0.246,No
310060,0.9264,0.352,0.218,1.971,0.169,0.484,-0.1917,No
310061,0.9125,2.301,0.37,,0.343,1.029,0.3684,No
310064,0.9842,0.472,0.315,0.89,0.429,0.738,-0.0914,No
310069,1.0336,0.335,0.327,1.083,0.424,0.261,-0.1963,No
310070,0.9967,0.393,0.273,0.562,0.121,0.393,-0.5369,No
310073,1.0529,0.314,0.882,0.492,0.326,0.982,0.0601,No
310074,0.873,0.593,0.226,2.184,0.371,0.626,0.0644,No
310075,0.9343,0.112,0.369,0.491,0.107,0.332,-0.7301,No
310076,0.899,0.311,0.355,1.023,0.323,0.515,-0.3448,No
310083,1.1397,1.218,0.619,,0.042,1.965,0.7148,Yes
310084,1.0016,0.198,0.705,0,0.252,0.262,-0.5546,No
310086,0.8766,0.997,0.577,1.293,0.698,0.48,0.2904,No
310092,1.2162,0.45,0.405,0.793,0.436,1.018,0.2805,No
310096,1.0186,0.162,0.801,0.437,0.046,0.452,-0.4521,No
310108,1.1494,0.497,0.733,0.808,0.226,0.67,0.1003,No
310110,0.7845,0.3,0.911,0,0.455,0.276,-0.5491,No
310111,1.218,0.184,0.573,0.724,0.099,0.538,-0.1571,No
310112,0.8792,0,0.308,1.459,0.115,0.202,-0.6258,No
310113,0.9213,0.756,0.63,0.902,0.093,0.545,-0.2089,No
310115,0.9879,1.092,0.432,0.543,0.368,1.466,0.3148,No
310118,1.157,,1.27,0,0.29,,0.2808,No
310119,0.9505,1.332,0.899,0.458,0.411,0.54,0.2325,No
310130,0.9598,0,0,0,0.095,,-1.0951,No
320001,1.5121,0.532,0.61,0.911,0.904,1.368,1.0058,Yes
320002,1.3683,0.196,0.744,1.153,0.585,0.446,0.4718,Yes
320004,0.9291,0.663,0.225,0,0.298,0,-0.7135,No
320005,0.8589,0.956,0.712,1.462,0.378,0.259,0.073,No
320006,0.8825,0,0,0.384,0.218,0.864,-0.7555,No
320009,1.4438,0.745,0.176,0,0.378,0.353,-0.0393,No
320011,0.9601,,0.834,0.602,0.927,,0.5488,Yes
320017,0.9202,0.585,0.62,1.303,0.258,0,-0.2492,No
320018,1.1712,0.339,0.444,0,0.276,0.5,-0.3092,No
320021,1.4694,0.763,0.918,1.144,0.671,0.6,0.8675,Yes
320022,0.9565,,1.676,0.719,0.386,,0.4927,Yes
320030,1.1658,,,,0.82,,1.4756,Yes
320033,0.9796,,,,0.78,,0.748,Yes
320057,,,,,,,2.2433,Yes
320059,0.965,,0,,0.379,,-0.4924,No
320060,,,,,,,2.1717,Yes
320061,0.9632,,0,,1.577,,0.2326,No
320062,,,,,,,2.1717,Yes
320063,0.9649,,0.842,1.974,0.68,,0.9106,Yes
320065,0.9727,,,0.856,0.41,,0.0083,No
320074,0.9234,0.818,1.211,0,0.121,,-0.1625,No
