Facility ID,PSI 90 Composite Value,CLABSI SIR,CAUTI SIR,SSI SIR,CDI SIR,MRSA SIR,Total HAC Score,Payment Reduction
50740,0.8966,0.29,0.264,0,0.31,2.052,-0.2584,No
50744,0.9721,0,0,,,,0.6251,Yes
50745,0.9858,,1.867,,0.581,,1.0518,Yes
50746,0.8548,0.567,1.46,1.013,0.856,1.182,0.7201,Yes
50747,0.9374,0,0,,0.251,0,-1.0058,No
50748,0.9284,0.549,0.456,0.31,0.257,0.925,-0.2814,No
50755,0.7658,0,0.248,,0.115,0,-1.217,No
50758,0.8975,0,0,,0,,-1.2055,No
50760,1.1404,0.759,0,1.108,0.525,0.277,0.0384,No
50761,0.8275,0.503,0.635,0.523,0.7,0.845,-0.0258,No
50763,0.8311,,0,,0.392,,-0.0475,No
50764,0.9033,0.304,0.594,0.551,0.333,0.484,-0.3856,No
50765,0.9638,1.045,0.467,0.885,0.268,0.473,-0.0302,No
50766,0.904,,,0,,,-1.0229,No
50767,0.9153,0.434,0.865,1.808,0.54,0,0.1114,No
50769,0.9353,,,,0.769,,0.5722,Yes
50770,0.9405,0,0.341,0.631,0.101,1.125,-0.4652,No
50771,0.8999,1.018,0.506,,0.443,2.24,0.5433,Yes
50772,1.0998,0.666,0.082,0.922,0.656,0.235,0.0049,No
50775,0.9497,0.462,0.323,0.502,0.369,0.6,-0.3298,No
50776,0.9235,0.427,0.703,,0.371,1.263,0.1326,No
50777,0.9125,0.562,0.782,1.181,0.261,0.422,-0.0878,No
50778,,0.432,0.482,,0.15,0.321,-0.5572,No
50779,0.9231,0,0,0,0.291,0,-1.0718,No
50780,0.7983,,0,0,0,0,-1.4044,No
50782,0.889,,,1.88,0.806,,0.9093,Yes
50783,,,0,,0.867,,0.2881,No
50784,0.9465,0.734,0,,0.238,,-0.464,No
50785,0.9135,,,,,,-0.5231,No
50854,,,,,,,2.2433,Yes
50855,,1.886,2.088,0.781,0.793,0.547,1.1604,Yes
60001,1.112,0.313,0.474,1.506,0.476,0.64,0.2318,No
60003,0.9224,0.628,0,0,0,,-0.9296,No
60004,0.9065,0.953,0,0.319,0.173,0.778,-0.4367,No
60006,0.9381,0.864,0.643,0.428,0.281,,-0.1239,No
60008,0.9633,,,0,0.461,,-0.4364,No
60009,1.0026,0.104,0.606,0.93,0.362,0.616,-0.1697,No
60010,0.8663,0.28,0.352,1.726,0.197,0,-0.4561,No
60011,1.1603,0.611,0.662,0.989,0.423,0.838,0.3659,No
60012,0.9461,,,0.269,0.496,,-0.2777,No
60013,0.7912,0.847,0.367,0.495,0.228,0.562,-0.4539,No
60014,1.1149,0.54,0.488,1.368,0.346,0.539,0.1701,No
60015,1.0367,0.395,0.147,0.066,0.327,2.56,-0.072,No
60020,0.8694,0.264,0.443,2.587,0.888,0.432,0.2862,No
60022,0.7157,0.468,0.581,1.449,0.424,0.428,-0.18,No
60023,0.9976,0.466,0.548,1.098,0.185,0.313,-0.2306,No
60024,1.3497,0.786,0.407,1.054,0.349,0.388,0.3637,No
60027,1.2819,1.09,0.511,1.974,0.347,0.385,0.7062,Yes
60028,1.0496,0.423,0.125,1.049,0.47,0.646,-0.0708,No
60030,1.1868,,,0,0.62,,0.2889,No
60031,1.2596,0.37,0.307,0.562,0.117,0.124,-0.3225,No
60032,0.9037,0.399,0.253,0.406,0.127,0.183,-0.7646,No
60034,0.964,0.256,0.506,0.599,0.252,0.267,-0.4831,No
60044,0.9724,,,,2.402,,1.0406,Yes
60049,0.9499,,,1.387,0,,-0.2706,No
60054,1.058,1.073,0,1.737,0.74,,0.6343,Yes
60064,0.9037,0.294,0.248,0.551,0.334,0.831,-0.4066,No
60065,0.9077,0.936,0.851,0.969,0.323,0.538,0.0988,No
60071,0.961,,,0.632,0,,-0.6758,No
60075,0.9264,,0,0,0.944,,-0.2538,No
60076,0.9533,,,,0,,-0.8538,No
60096,0.8576,,,,0.57,,-0.0843,No
60100,1.3586,0.713,0.587,1.92,0.146,0.491,0.5599,Yes
60103,0.9696,0,0,0.934,0.195,0,-0.8129,No
60104,0.8341,0.571,0.307,1.237,0.328,0,-0.4541,No
60107,,,,,,,,No
60112,0.9577,1.06,0.746,1.638,0.244,0.13,0.1607,No
60113,1.0861,0.172,1.585,0.782,0.317,0.566,0.2391,No
60114,1.0299,0.175,1.332,0.633,0.263,0.428,-0.0329,No
60116,0.9524,0.582,1.197,1.624,0.531,0.274,0.3822,Yes
60117,0.9917,,,,,,0.0225,No
60118,0.9554,,,0,0.403,,-0.5297,No
60119,0.9894,0.672,1.334,1.155,0.378,0.816,0.4713,Yes
60124,0.818,,,,,,-1.19,No
60125,0.9331,0,0.843,0.628,0.062,0.942,-0.3618,No
60126,0.9712,,,0,1.02,,0.2054,No
60128,0.8877,0.414,0.701,1.319,0.388,0.592,-0.0259,No
60129,0.9818,,,,0.315,,-0.1444,No
60130,0.9723,,,,,,-0.1132,No
60131,1.1574,1.001,1.698,1.238,0.219,1.883,1.126,Yes
60132,0.7577,0.856,0.394,0.42,0.344,0,-0.5996,No
60133,,,,,,,,No
70002,1.3858,0.845,0.342,1.16,0.53,0.309,0.48,Yes
70003,0.9707,,1.61,1.037,0.608,,0.8686,Yes
70004,0.9388,,,,0,,-0.9044,No
70005,1.1902,0.192,0.281,0.565,0.348,1.096,0.006,No
70006,0.9561,0.395,0.283,0.409,0.528,0.146,-0.4464,No
70007,1.0542,0.122,0.334,1.772,0.624,0.521,0.1644,No
70008,0.9707,,,,0.197,,-0.4116,No
70010,0.9174,0.542,0.264,0.947,0.445,1.181,0.0183,No
70011,0.8337,0.269,0.17,0.296,0.316,1.728,-0.3009,No
70012,,,,,,,,No
70016,0.9901,0.303,0.334,0.558,0.301,0.605,-0.366,No
70017,0.7124,0.15,0,0.69,0.189,0.337,-0.9364,No
70018,0.9269,0.578,0.489,0.909,0.372,0.428,-0.1865,No
70020,0.8273,0.231,0.332,2.188,0.407,0.183,-0.2172,No
70021,0.9281,,,,0.223,,-0.51,No
70022,0.7064,0.77,0.56,0.829,0.489,0.679,-0.1193,No
70024,0.7574,0.44,0.222,0.333,0.068,0.73,-0.7782,No
70025,0.6667,0.513,0.223,0.712,0.433,0.445,-0.5051,No
70027,0.8557,0,0.285,0.496,0.366,0,-0.8456,No
70028,0.8826,0.918,0.195,0.815,0.28,0.851,-0.1636,No
70029,1.1192,0,0.261,0,1.002,,-0.0894,No
70031,1.0176,0.875,0.565,0.695,0.445,1.124,0.2928,No
70033,0.9001,0.432,0.275,0.582,0.451,0.256,-0.4624,No
70034,0.9872,0.346,0.67,0.722,0.155,0.932,-0.1513,No
70035,1.0314,0.231,0.105,1.084,0.222,0.824,-0.2623,No
70036,0.9985,0.837,1.047,1.242,0.327,0.768,0.4055,Yes
70038,,,,,,,,No
80001,0.7714,0.833,0.753,0.953,0.333,0.638,-0.0969,No
80003,0.8827,0.616,0.326,0.654,0.361,0,-0.5177,No
80004,1.1612,0.257,0.236,0.528,0.316,0.652,-0.2065,No
80006,0.8965,0.292,0.417,0.622,0.754,0.621,-0.1296,No
80007,3.042,0.147,0.426,0.426,0.543,0.847,0.2301,No
80009,1.2741,0,0.387,1.555,0.34,0.191,0.0342,No
90001,1.332,0.782,0.553,0.772,0.312,0.515,0.3419,No
90003,1.636,0.553,0.732,0,0.706,1.151,0.5994,Yes
90004,1.1345,0.834,0.223,0.09,0.596,0.637,0.0306,No
90005,0.6806,1.009,0.525,1.21,0.473,0.674,0.0558,No
90008,0.9182,0,0.338,,0.687,0.859,-0.1729,No
90011,0.724,1.022,0.158,0.81,0.198,0.723,-0.3612,No
100001,1.0395,0.664,0.61,0.605,0.397,1.017,0.1609,No
100002,1.0666,0.735,0.219,0.867,0.338,0.912,0.0629,No
100006,0.9947,0.432,0.275,0.923,0.232,0.785,-0.2121,No
100007,1.1013,0.358,0.236,0.485,0.206,0.592,-0.3414,No
100008,1.0335,0.229,0.412,1.15,0.259,0.825,-0.0943,No
100012,0.9453,0.366,0.193,0.886,0.227,0.235,-0.5333,No
100014,0.8277,1.037,0.678,0.765,0.352,0.35,-0.1297,No
100017,1.2207,0.376,0.474,0.405,0.661,0.914,0.2831,No
100018,0.9306,0.827,0.625,1,0.189,1.211,0.1493,No
100019,0.8561,0.331,0.139,0.754,0.184,1.023,-0.4633,No
100022,1.2601,0.177,0.223,0.64,0.221,0.964,-0.0483,No
100023,0.8649,0.825,0.443,1.481,0.078,0.715,-0.1082,No
100025,0.7734,0.062,0.444,0.984,0.492,0.607,-0.4185,No
100026,1.104,0.707,0.854,0,0.205,2.537,0.3134,No
100028,1.0909,2.383,0.474,0.547,0.277,1.867,0.6825,Yes
100029,0.8909,1.011,0.216,0.604,0.013,2.903,-0.0248,No
100030,1.0156,1.137,0.92,1.576,0.098,0.965,0.5066,Yes
100032,0.9805,0.341,0.366,1.314,0.075,1.321,-0.0302,No
100034,1.1037,1.79,0.579,1.822,0.459,0.435,0.7589,Yes
100035,0.8154,0.516,0.23,1.181,0.154,1.33,-0.1932,No
100038,1.002,0.632,0.688,0.414,0.383,0.724,-0.0295,No
100039,0.9221,0.258,0.211,0.475,0.171,1.027,-0.4725,No
100040,0.8202,0.723,0.374,0.778,0.285,1.147,-0.144,No
100043,1.0811,,0.995,0,0.601,0.291,0.0572,No
100044,0.9028,0.091,0.352,0.442,0.45,0.595,-0.4827,No
100045,1.1239,0.15,0.177,0.404,0.203,1.029,-0.292,No
100046,0.7593,0.273,0.921,0.685,0.089,0.54,-0.5141,No
100047,0.836,0,0,0,0.236,,-1.1588,No
100049,1.0197,0.462,0,,0,0.917,-0.4877,No
100050,0.9387,0,0.275,0,0.863,1.058,-0.2054,No
100051,0.7098,0.144,0,1.209,0.278,1.25,-0.4151,No
100052,1.0767,0.494,0.464,0.814,0.257,0.469,-0.1418,No
100053,1.0851,0.943,0.303,0,0,2.681,0.029,No
100054,0.8708,,0,0.371,0,,-1.1058,No
100055,0.8412,1.307,0.603,1.584,0.362,1.334,0.5433,Yes
100057,1.0889,0.752,0.731,1.397,0.233,0.596,0.2746,No
100062,0.7842,0.078,0,0.158,0.058,0.211,-1.235,No
100063,0.8219,0.099,0.436,1.206,0.31,0.145,-0.569,No
100067,0.834,1.257,1.374,0.666,0.212,0.407,0.1435,No
100068,0.883,0.458,0.789,0.956,0.409,0.571,-0.0763,No
100069,0.8826,0,0,0.26,0.32,0.335,-0.9093,No
100071,0.856,0.186,0,0,0.412,1.616,-0.4369,No
100072,0.9895,0.73,0.134,0.468,0.138,0.434,-0.4724,No
100073,1.1417,0.735,0.462,0.558,0.306,0.143,-0.1288,No
100075,0.8713,0.367,0.542,0.602,0.19,0.513,-0.487,No
100077,1.2593,0,0,0,0.171,0.2,-0.6884,No
100080,1.1438,0.677,0.1,0.645,0.104,0.957,-0.1163,No
100084,0.8392,0.795,0.887,1.384,0.15,1.737,0.4035,Yes
100086,1.049,0.627,0.118,0.451,0.021,0.676,-0.4454,No
100087,0.7397,0.754,0.485,0.632,0.491,0.383,-0.3137,No
100088,1.1725,0.767,0.596,0.446,0.17,1.281,0.2499,No
100090,0.9446,1.018,0.686,0.385,0.17,1.257,0.0921,No
100092,0.8624,0.404,0.114,0.257,0.11,1.054,-0.6167,No
100093,1.0146,0.408,0,1.301,0.56,0.663,-0.0316,No
100099,1.049,0,0.617,0,0.298,0.74,-0.4151,No
100105,0.7598,0.407,0.784,1.158,0.493,0.346,-0.1891,No
100107,0.9313,0.675,1.527,,0.453,,0.6037,Yes
100109,0.9651,0.205,0.175,0,0.501,1.637,-0.1676,No
100110,1.2664,0.073,0,0.748,0.009,0.594,-0.4056,No
100113,1.1009,0.455,0.215,0.407,0.45,0.916,-0.0648,No
100117,1.0539,0.316,0,0.487,0.08,0.946,-0.465,No
100118,0.8811,0.445,1.753,0.29,0.332,1.01,0.13,No
100121,1.0955,1.255,1.292,1.208,0.341,0,0.5103,Yes
100122,0.762,0.667,0.806,1.588,0.287,1.06,0.1588,No
100124,0.88,0.357,0.25,0.324,0.876,1.58,0.1369,No
100125,0.8863,0.472,2.153,1.245,0.044,0.278,-0.0217,No
100126,0.8154,0,0,0.473,0,0,-1.2498,No
100127,1.01,0.699,0.736,1.05,0.27,0.516,0.0613,No
100128,1.466,1.078,0.475,0.657,0.395,1.15,0.6857,Yes
100130,0.9862,,,,0,,-0.739,No
100131,0.8959,0.479,0.103,0.856,0.012,0.449,-0.6561,No
100132,0.9881,1.15,0.855,0.638,0.216,1.258,0.3639,No
100134,,,,,0,,-1.4622,No
100135,0.8974,0.573,0.213,0.954,0.55,0.925,-0.0328,No
100137,0.9532,0.331,0.438,0.797,0.103,0.778,-0.3556,No
100140,1.0748,,0,0.333,0.134,0.942,-0.4068,No
100142,1.0903,,1.799,2.511,0.795,0.92,1.4701,Yes
100150,0.995,,0,1.115,0.346,,-0.2354,No
100151,0.9376,0.551,0.458,0.877,0.329,0.288,-0.2826,No
100154,0.7615,0.276,0,0.47,0.258,0.464,-0.8617,No
100156,0.8329,0.977,0.551,0.37,0.153,0,-0.5611,No
100157,1.5466,1.287,0.487,0.683,0.426,1.289,0.8472,Yes
100161,0.9936,1.196,0.636,1.127,0.177,1.363,0.4511,Yes
100166,0.7203,0,0.481,0.702,0.15,0.298,-0.8365,No
100167,1.1386,1.602,0,1.435,0.091,0.684,0.3056,No
100168,1.1811,0.507,0.56,0.576,0.23,0.445,-0.0705,No
100173,1.215,0.88,0.782,0.686,0.321,0.77,0.4057,Yes
100175,0.9755,,,,1.005,,1.0512,Yes
100176,1.0716,0.633,0.649,1.08,0.41,0.304,0.0976,No
100177,0.9728,0,0.208,0.379,0.167,1.177,-0.4922,No
100179,1.5732,0.305,0,0.272,0.046,0.994,-0.1935,No
100180,0.8926,0,0.255,0.884,0.112,1.074,-0.4939,No
100181,0.9137,0.443,0,,0.191,1.051,-0.4406,No
100183,0.9197,,0,0,0.295,1.324,-0.453,No
100187,0.923,0.269,0.7,1.324,0.14,0.807,-0.125,No
100189,0.8783,0.357,0.239,1.043,0.181,0.859,-0.3639,No
100191,0.8581,0.393,0.268,0.372,0.197,1.201,-0.4239,No
100200,1.0256,0.52,0.487,0.425,0.117,0.825,-0.2594,No
100204,0.6557,0.126,0.503,0.943,0.115,0.688,-0.5968,No
100206,0.7285,,0.632,0,0,0.595,-0.8822,No
100209,0.845,0.477,0,0.935,0.037,0.425,-0.7271,No
100211,0.8932,0,0,0,0,0.636,-1.0729,No
100212,2.1093,0.134,0.028,0.457,0.033,0.309,-0.4425,No
100213,0.9228,0.284,0.223,0.235,0.146,0.229,-0.8195,No
100217,0.9278,0.585,0.382,0.694,0.288,3.743,0.1233,No
100220,1.08,0.529,0.049,0.681,0.301,0.508,-0.2871,No
100223,0.9553,0.717,0.296,0.312,0.106,0.847,-0.3735,No
100224,0.8533,1.219,0,1.065,0.201,0,-0.4357,No
100226,0.749,0.596,0.602,1.952,0.16,0.849,-0.0022,No
100228,0.9069,0.101,0.115,0.293,0.048,0.378,-0.9469,No
100230,0.9492,0.604,0.237,0.573,0.481,1.276,0.018,No
100231,0.8786,0.21,0.136,1.32,0.024,0.468,-0.6202,No
100232,0.9811,0.991,0.33,1.253,0.175,1.569,0.3408,No
100236,0.7799,1.178,0.351,0.523,0.313,1.152,-0.0771,No
100238,1.1269,0.584,0.266,2.521,0.163,0.861,0.32,No
100242,0.7245,1.108,0.246,0.893,0.236,0.652,-0.2692,No
100243,0.8071,0.401,0.422,0.846,0.094,0.868,-0.4655,No
100244,0.7397,0.494,0.126,0.287,0.148,0.211,-0.9382,No
100246,0.9983,0.477,0.325,1.565,0.137,0.787,-0.0478,No
100248,1.1063,0.571,0.628,1.333,0.202,0.655,0.1657,No
100249,0.8679,0,0,0.261,0.792,0.705,-0.4926,No
100252,0.8533,0,0,0.331,0,,-1.204,No
100253,1.1625,0,0,0,0,0,-0.981,No
100254,0.9832,0.129,0,0.584,0.117,0.87,-0.5944,No
100256,1.1902,0.569,0.642,1.043,0.237,1.091,0.3598,No
100258,1.0516,1.457,0.384,2.346,0.275,0.641,0.6129,Yes
100259,0.9893,0.469,0.519,2.303,0.182,0.702,0.174,No
100260,0.8627,0,0.23,0.677,0.075,0.875,-0.691,No
100264,0.7613,0.159,0.138,0.731,0.124,0.604,-0.8147,No
100265,0.9483,0.806,0.653,1.056,0.542,0.842,0.2883,No
100266,0.9646,,0.752,0.638,0.845,0.728,0.3675,No
100267,0.8322,,0,0.344,0.225,0,-1.065,No
100268,0.906,0.82,0.271,1.778,0.241,0.531,-0.0054,No
100269,1.0429,0.274,0,0.989,0.04,0.78,-0.4344,No
100275,0.9107,0.938,0.138,0.622,0.317,0.878,-0.1679,No
100276,0.8228,0.45,0.084,0.901,0.054,0.317,-0.766,No
100277,,,,,,,,No
100281,1.1115,0.557,0.739,0.796,0.446,0.62,0.2029,No
100284,0.9253,0,0,0,0.146,0,-1.1628,No
100285,0.9542,0.446,0.398,1.313,0.374,0.227,-0.1957,No
100286,0.9073,1.347,0.668,0.193,0.489,1.017,0.2362,No
100287,0.9727,0.249,1.161,1.554,0.329,0.171,0.0765,No
100288,0.9502,0.504,0.935,1.149,0.345,0.529,0.0775,No
100289,0.9424,0.208,0.225,1.142,0.392,0.936,-0.1612,No
100290,0.6983,1.33,0.591,0.446,0.47,1.325,0.2131,No
100291,0.8514,0,0.614,1.096,0.06,0.691,-0.504,No
100292,0.8867,0.644,0.49,1.099,0.39,0.948,0.0396,No
100296,0.9663,0,0,,,,0.6183,Yes
100298,,,,,,,2.1966,Yes
100299,0.8326,0.594,0.162,0.391,0.24,0.711,-0.5559,No
100302,1.0957,0.541,0.768,1.638,0.421,0.741,0.4564,Yes
100307,0.9387,1.014,0.202,0.361,0.151,0.456,-0.4089,No
100313,,,,,,,,No
100314,0.8773,0.186,0.55,0.334,0.306,0.842,-0.4338,No
100315,0.9798,0.383,1.056,0.703,0.173,0.396,-0.171,No
100316,0.8219,0.627,0.299,0.407,0.363,1.649,-0.0899,No
100319,1.0521,0.461,0.379,0.364,0.162,0.203,-0.4998,No
100320,0.9263,1.393,0,0,0.137,,-0.4632,No
100321,0.9059,0,0,0.703,0.534,0.539,-0.5465,No
100329,0.867,0.712,0.528,0.959,0,0.745,-0.3042,No
100330,1.1141,,,,0.727,,1.1149,Yes
100350,1.1841,0,,0.448,0,,-0.548,No
100359,0.7002,0.158,0.448,0.749,0.599,0.184,-0.5252,No
100360,1.1793,0,1.656,0.322,0.156,0,-0.1514,No
100361,0.9406,,,,0,,-0.8982,No
100362,0.9659,,,0.88,0.299,,-0.1369,No
100363,,,,,0.068,0,-1.3281,No
100364,,,,,,,,No
100365,,,,,,,,No
110001,0.926,0.734,0.083,1.411,0.381,1.063,0.0799,No
110002,1.04,0,0.563,0,0.22,1.513,-0.2284,No
110003,0.8791,0.762,0.305,0.88,0.046,0.369,-0.4841,No
110005,1.097,0.665,0.9,1.495,0.457,0.469,0.4465,Yes
110006,1.4871,0.954,1.61,0.828,0.386,1.706,1.3011,Yes
110007,1.2903,0.587,0.235,0.087,0.065,0.699,-0.2007,No
110008,1.2851,0.662,0.734,2.269,0.617,0.277,0.8118,Yes
110010,1.4217,0.993,0.783,0.777,0.414,0.829,0.7113,Yes
110011,1.9227,0.761,0.741,0.781,0.437,1.742,0.9387,Yes
110015,1.0594,0,0.44,0,0.302,,-0.5838,No
110016,0.8919,0.88,0.272,1.392,0.105,2.944,0.2326,No
110018,1.2004,0.52,0,1.206,0.183,0,-0.2734,No
110023,0.9793,0,4.591,3.831,0.386,0.478,0.4436,Yes
110024,1.5617,0.73,1.037,0.837,0.767,0.662,0.8984,Yes
110025,1.2675,1.698,0.902,2.212,0.438,0.815,1.2825,Yes
110027,0.9529,,3.398,,0.42,,0.7675,Yes
110028,0.9825,0.582,0.344,0.794,0.298,0.944,-0.0794,No
110029,0.9712,0.552,0.822,0.935,0.643,1.374,0.5006,Yes
110030,0.8723,0.418,0.43,0.536,0.066,0.655,-0.5605,No
110031,0.9746,0.409,0.479,0.866,0.18,1.763,0.1281,No
110032,0.964,,0.756,,0.718,,0.5504,Yes
110034,1.3159,1.161,0.77,2.526,0.276,1.166,1.1447,Yes
110035,1.0057,0.569,0.188,0.782,0.35,1.062,-0.0488,No
110036,0.9379,0.615,0.414,0.91,0.221,0.496,-0.263,No
110038,1.0626,1.03,0.736,1.198,0.414,1.313,0.6632,Yes
110041,0.9985,,,,0,,-0.6962,No
110042,0.966,0.167,0.656,0.76,0.313,1.15,-0.062,No
110043,2.1587,0.423,0.654,0.581,0.522,1.086,0.5423,Yes
110044,1.0596,0.537,1.939,0,0,0.83,0.0135,No
110045,0.9765,,,,1.503,,1.0547,Yes
110046,0.9479,0,0.641,0.813,0.256,2.027,0.0379,No
110050,,,,,0,,-1.4622,No
110051,0.9157,0,0,0,0.926,,-0.5133,No
110054,0.9429,0.876,0.506,1.634,0.349,1.577,0.5465,Yes
110064,1.5945,0.541,0.503,1.713,0.156,0.704,0.4812,Yes
110069,1.1236,0.441,0.557,0.203,0.564,1.237,0.2209,No
110071,,,,,,,,No
110073,1.0583,,,,0.694,,0.8564,Yes
110074,1.0156,0.398,0.712,1.469,0.269,0.329,-0.0044,No
110075,0.94,1.598,0.396,0.701,0.259,0.571,0.0932,No
110076,1.4442,0.639,0.596,0.933,0.336,0.628,0.4235,Yes
110078,1.2131,0.971,0.716,2.076,0.308,0.519,0.7132,Yes
110079,1.2318,1.085,0.377,0.108,0.409,1.395,0.4513,Yes
110082,1.0318,1.234,0.425,0.915,0.184,0.422,0.0417,No
110083,0.9638,0.633,0.282,0.812,0.218,0.469,-0.3183,No
110086,,,,,,,,No
110087,1.0318,0.582,0.837,1.19,0.608,0.359,0.2853,No
110089,0.8807,0,0,0.761,0.28,2.281,-0.2972,No
110091,0.8995,1.574,0.466,1.418,0.136,0.423,0.1479,No
110092,0.9754,,,,1.406,,1.0508,Yes
110095,1.2578,0.527,0.414,0,0.483,0,-0.1884,No
110100,,,,,0,,0.3548,No
110101,0.9892,,,,,,0.0049,No
110104,1.0455,1.255,0.836,0,0.473,0.917,0.3286,No
110105,0.8975,0.134,0.274,0.573,0.257,0,-0.7981,No
110107,1.0446,0.874,0.335,1.535,0.535,0.693,0.3792,No
110109,,,,,0,,-1.4622,No
110111,0.9723,,,,0,,-0.7876,No
110113,0.9669,,,,,,-0.1507,No
110121,,,,,0.473,,0.3693,No
110122,0.9771,0.469,0.327,0.291,0.864,1.03,0.1154,No
110124,0.9481,0,0,,1.157,,-0.2035,No
110125,0.8661,0,0,0.298,0.016,0.318,-1.1197,No
110128,0.9234,0,0,0,0.17,0,-1.1495,No
110129,1.0402,0.978,0.64,1.002,0.08,0.799,0.1279,No
110132,0.9728,,,,0.416,,0.0197,No
110142,0.9884,,,,0,,-0.7315,No
110143,0.8252,0.668,0.625,1.194,0.425,1.128,0.144,No
110146,0.9648,,,0.882,0,,-0.5243,No
110150,1.1682,1.17,0.633,,0.392,,0.7063,Yes
110161,1.0629,1.371,1.092,1.681,0.48,1.002,1.0106,Yes
110164,0.9872,0.893,0.703,1.065,0.358,0.727,0.231,No
110165,0.9852,0.823,0,0.394,0.156,1.474,-0.1426,No
110168,1.0039,0.567,0.921,0.995,0.305,1.08,0.2808,No
110177,0.9436,0.233,0.136,0.668,0.127,0.557,-0.6243,No
110184,1.0101,1.096,0.337,3.2,0.474,0.333,0.4274,Yes
110190,,,,,,,,No
110191,0.8744,0.497,0.547,1.488,0.151,0.429,-0.2326,No
110192,0.9403,0.984,1.1,1.422,0.155,0.205,0.1603,No
110194,0.9807,,,,0,,-0.7582,No
110198,1.3809,0.765,0.345,1.413,0.305,0.451,0.4267,Yes
110200,0.8834,0.31,0.593,0.779,0,0,-0.7252,No
110201,0.9548,,,,0,,-0.8487,No
110209,,,,,0,,-1.4622,No
110215,1.0689,0.307,0.148,1.06,0.165,0.247,-0.4166,No
110225,0.9389,0.322,0.878,1.116,0.18,0,-0.3292,No
110226,0.9374,0.899,0.476,1.761,0.049,0.623,0.0473,No
110229,1.0041,0.59,0.309,0.62,0.102,0.703,-0.3253,No
110230,0.8443,0.984,1.262,1.711,0.14,0.624,0.3325,No
110233,1.0259,,,0.453,0.606,,0.155,No
110234,,,,,,,,No
110236,,,,,,,,No
110237,,,,,0,,-1.4622,No
110252,0.9924,1.007,1.558,3.434,0.609,0.261,0.9165,Yes
120001,1.339,0.767,0.57,2.144,0.462,0.619,0.8684,Yes
120002,1.1687,1.616,1.359,1.246,0.393,1.105,1.1743,Yes
120005,1.4026,0,0.358,0.241,0.504,0.895,0.0846,No
120006,0.8068,0.379,0.152,0.341,0.174,0.357,-0.8533,No
120007,1.1491,0,0.954,0,0.565,0.362,-0.1226,No
120011,1.004,0.794,0.929,1.564,0.931,0.146,0.6129,Yes
120014,1.0417,1.11,1.333,2.865,0,0,0.4478,Yes
120019,0.9073,0.96,1.606,0.754,0.628,0.375,0.4619,Yes
120022,1.1719,0.928,0.684,2.588,0.372,0.172,0.5682,Yes
120026,0.7921,1.013,0,1.127,0.164,0.951,-0.2614,No
120028,0.9606,2.151,2.836,2.455,1.808,,1.7593,Yes
130002,0.9972,0.428,0.469,0,0.156,0.478,-0.5523,No
130003,0.9178,0.864,1.04,1.548,0.215,0,0.0669,No
130006,0.8448,0.75,0.751,0.972,0.568,0.298,-0.0111,No
130007,1.0255,0.452,0.704,1.031,0.6,0.446,0.1541,No
130013,1.0101,1.033,1.507,0.94,0.668,1.479,1.0612,Yes
130014,0.8761,,0,0.627,0,,-0.987,No
130018,0.8428,0.434,0.271,0.939,0.158,0.705,-0.4607,No
130025,0.9626,,0,,0.16,,-0.7806,No
130028,1.1218,0.428,1.12,0.188,0.351,0.285,-0.0335,No
130049,1.2066,0.363,0.222,1.333,0.238,0.2,-0.0963,No
130063,0.9505,,,,,,-0.265,No
130065,1.0034,,,0.5,0,,-0.6525,No
130066,0.8847,,,0.603,,,-0.5741,No
130071,1.0242,0.765,1.079,1.246,0.338,0,0.1612,No
130073,,,,,,,,No
130074,0.8527,0.406,1.348,1.289,0.854,,0.6228,Yes
140001,0.8803,,1.246,0.516,0.951,,0.6376,Yes
140002,0.8026,0.166,0.267,0.372,0.592,0,-0.74,No
140007,1.3803,0.976,1.6,1.273,0.693,1.142,1.4383,Yes
140008,0.8972,0.417,0.696,0,0.491,0,-0.5319,No
140010,0.579,0.286,0.364,0.725,0.19,0.758,-0.5803,No
140011,1.0073,0.436,0.633,1.647,0.919,0.899,0.6377,Yes
140012,1.2229,,2.381,2.069,1.3,,2.076,Yes
140013,0.814,0,0.372,,0.61,,-0.5367,No
140015,1.0348,0.777,0.633,1.048,0.489,0.245,0.1253,No
140018,1.2047,1.784,0.933,1.126,0.78,2.048,1.4893,Yes
140029,1.0711,0.518,0.26,0.693,0.675,0.66,0.0807,No
140030,0.8167,0.478,0.662,1.382,0.343,0.212,-0.2428,No
140032,0.9514,0.558,1.07,1.352,0.284,0.631,0.2081,No
140034,0.8946,,,,0.591,,0.0855,No
140043,1.0339,1.572,0.865,0,0.946,0,0.4338,Yes
140046,0.9472,1.431,0,0.35,0.267,1.032,-0.0465,No
140048,0.8613,1.027,0.686,2.058,0.242,0.56,0.28,No
140049,1.2595,1.62,0.843,1.784,0.591,0.978,1.3097,Yes
140052,1.0219,0.53,0,1.235,0.246,,-0.2226,No
140053,1.5374,0.462,0.33,0.787,0.307,0.562,0.1648,No
140054,1.0194,0.953,0.474,0.221,0.271,0.323,-0.2381,No
140059,0.9452,,,,0,,-0.8821,No
140062,1.2744,0.236,1.333,1.288,0.476,0.504,0.6265,Yes
140063,1.0544,1.109,0,0.63,0.285,1.31,0.1421,No
140064,0.862,0.978,1.414,1.443,0.161,0,0.1315,No
